"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","text_only"
"x17919972","x1360093736932429828",2021-02-12 05:09:50,"taylorswift13","My new version of Love Story (Taylor’s Version) is out now  💛💛 Get it instantly when you pre-order Fearless (Taylor’s Version)  https://t.co/NqBDS6cGFl https://t.co/KdHdZXnWbP","Twitter Web App",151,,,,FALSE,FALSE,460340,90147,,,,,"taylor.lnk.to/fearlesstaylor…","https://t.co/NqBDS6cGFl","https://taylor.lnk.to/fearlesstaylorsversion","http://pbs.twimg.com/media/EuAApZoXEAEklWK.jpg","https://t.co/KdHdZXnWbP","https://twitter.com/taylorswift13/status/1360093736932429828/photo/1","photo","http://pbs.twimg.com/media/EuAApZoXEAEklWK.jpg","https://t.co/KdHdZXnWbP","https://twitter.com/taylorswift13/status/1360093736932429828/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1360093736932429828","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","My new version of Love Story (Taylor’s Version) is out now Get it instantly when you pre-order Fearless (Taylor’s Version)"
"x17919972","x1359854050544615425",2021-02-11 13:17:25,"taylorswift13","I’m thrilled to tell you that my new version of Fearless (Taylor’s Version) is done and will be with you soon. It has 26 songs including 6 never before released songs from the vault. Love Story (Taylor’s Version) will be out tonight. Pre-order now at https://t.co/NqBDS6cGFl 💛💛 https://t.co/Vjyy2gA72O","Twitter Web App",277,,,,FALSE,FALSE,732661,198118,,,,,"taylor.lnk.to/fearlesstaylor…","https://t.co/NqBDS6cGFl","https://taylor.lnk.to/fearlesstaylorsversion","http://pbs.twimg.com/media/Et8qlsWXMAQ80VC.jpg","https://t.co/Vjyy2gA72O","https://twitter.com/taylorswift13/status/1359854050544615425/photo/1","photo","http://pbs.twimg.com/media/Et8qlsWXMAQ80VC.jpg http://pbs.twimg.com/media/Et8qnWEXYAUR_AL.jpg","https://t.co/Vjyy2gA72O https://t.co/Vjyy2gA72O","https://twitter.com/taylorswift13/status/1359854050544615425/photo/1 https://twitter.com/taylorswift13/status/1359854050544615425/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1359854050544615425","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","I’m thrilled to tell you that my new version of Fearless (Taylor’s Version) is done and will be with you soon. It has 26 songs including 6 never before released songs from the vault. Love Story (Taylor’s Version) will be out tonight. Pre-order now at"
"x17919972","x1357196791062687745",2021-02-04 05:18:25,"taylorswift13","In my mind all of the evermore and folklore album ladies are a part of the same universe, so I put them in a playlist together 💛💛 https://t.co/Z7XXO5aO5m https://t.co/nZuNusLFtb","Twitter for iPhone",153,,,,FALSE,FALSE,254486,27668,,,,,"taylor.lnk.to/ladieslunching","https://t.co/Z7XXO5aO5m","http://taylor.lnk.to/ladieslunching","http://pbs.twimg.com/media/EtW7SBkXYAE169e.jpg","https://t.co/nZuNusLFtb","https://twitter.com/taylorswift13/status/1357196791062687745/photo/1","photo","http://pbs.twimg.com/media/EtW7SBkXYAE169e.jpg","https://t.co/nZuNusLFtb","https://twitter.com/taylorswift13/status/1357196791062687745/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1357196791062687745","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","In my mind all of the evermore and folklore album ladies are a part of the same universe, so I put them in a playlist together"
"x17919972","x1354658220585922565",2021-01-28 05:11:02,"taylorswift13","the “forever is the sweetest con” chapter is out now 💛💛  https://t.co/pUCyQgU5Sg https://t.co/krn2QT4ooX","Twitter for iPhone",80,,,,FALSE,FALSE,206835,22615,,,,,"Taylor.lnk.to/fitsc","https://t.co/pUCyQgU5Sg","https://Taylor.lnk.to/fitsc","http://pbs.twimg.com/media/Esy2d7mW4AYRO0p.jpg","https://t.co/krn2QT4ooX","https://twitter.com/taylorswift13/status/1354658220585922565/photo/1","photo","http://pbs.twimg.com/media/Esy2d7mW4AYRO0p.jpg","https://t.co/krn2QT4ooX","https://twitter.com/taylorswift13/status/1354658220585922565/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1354658220585922565","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","the “forever is the sweetest con” chapter is out now"
"x17919972","x1352389498542428163",2021-01-21 22:55:57,"taylorswift13","A new album means new chapters ✨ the “dropped your hand while dancing” chapter is out now: https://t.co/cIOFqPxngy https://t.co/FtOPkB2cnR","Twitter for iPhone",114,,,,FALSE,FALSE,213624,22439,,,,,"taylor.lnk.to/dyhwd","https://t.co/cIOFqPxngy","https://taylor.lnk.to/dyhwd","http://pbs.twimg.com/media/EsSnE8kW8AIGYRa.jpg","https://t.co/FtOPkB2cnR","https://twitter.com/taylorswift13/status/1352389498542428163/photo/1","photo","http://pbs.twimg.com/media/EsSnE8kW8AIGYRa.jpg","https://t.co/FtOPkB2cnR","https://twitter.com/taylorswift13/status/1352389498542428163/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1352389498542428163","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","A new album means new chapters the “dropped your hand while dancing” chapter is out now:"
"x17919972","x1347544605928075265",2021-01-08 14:04:04,"taylorswift13","The first is a song about a girl who stayed forever in the exact spot where her heart was broken, completely frozen in time. “it’s time to go” is about listening to your gut when it tells you to leave. How you always know before you know, you know? 🍂","Twitter for iPhone",250,"x1347544603730333697","x17919972","taylorswift13",FALSE,FALSE,146912,16977,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1347544605928075265","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","The first is a song about a girl who stayed forever in the exact spot where her heart was broken, completely frozen in time. “it’s time to go” is about listening to your gut when it tells you to leave. How you always know before you know, you know?"
"x17919972","x1347544603730333697",2021-01-08 14:04:04,"taylorswift13","the evermore deluxe album with 2 bonus tracks “right where you left me” and “it’s time to go” is now available! https://t.co/IAAy6Yc1pD https://t.co/nLcCdDibce","Twitter for iPhone",135,,,,FALSE,FALSE,212031,25680,,,,,"Taylor.lnk.to/evermorealbumd…","https://t.co/IAAy6Yc1pD","https://Taylor.lnk.to/evermorealbumdlx","http://pbs.twimg.com/media/ErNwrBxXMAAf4Ir.jpg","https://t.co/nLcCdDibce","https://twitter.com/taylorswift13/status/1347544603730333697/photo/1","photo","http://pbs.twimg.com/media/ErNwrBxXMAAf4Ir.jpg","https://t.co/nLcCdDibce","https://twitter.com/taylorswift13/status/1347544603730333697/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1347544603730333697","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","the evermore deluxe album with 2 bonus tracks “right where you left me” and “it’s time to go” is now available!"
"x17919972","x1346562058653937680",2021-01-05 20:59:47,"taylorswift13","https://t.co/EXNfkj8ny5 https://t.co/lduq7I53eZ","Twitter for iPhone",23,,,,TRUE,FALSE,231778,22872,,,,,"twitter.com/RollingStone/s…","https://t.co/EXNfkj8ny5","https://twitter.com/RollingStone/status/1346547044241047556","http://pbs.twimg.com/tweet_video_thumb/Eq_zDJuW8AIoAEW.jpg","https://t.co/lduq7I53eZ","https://twitter.com/taylorswift13/status/1346562058653937680/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/Eq_zDJuW8AIoAEW.jpg","https://t.co/lduq7I53eZ","https://twitter.com/taylorswift13/status/1346562058653937680/photo/1",,,,"und","x1346547044241047556","Taylor Swift's 'Folklore' is officially the biggest album of 2020, taking Number One on the year-end RS 200 https://t.co/IRO6I4HGrp https://t.co/s07dlDi7Jc",2021-01-05 20:00:07,"SocialFlow",32623,5305,"x14780915","RollingStone","Rolling Stone",6299507,376,144919,"New York, New York","The latest news and more from Rolling Stone magazine and https://t.co/nFMXaq9sbV. Got a tip? Share it here: https://t.co/JkxAZoupLY",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1346562058653937680","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg",""
"x17919972","x1344667704372957190",2020-12-31 15:32:18,"taylorswift13","bye 2020, it’s been weird. https://t.co/vQoZVSamkB","Twitter for iPhone",26,,,,FALSE,FALSE,671750,80975,,,,,,,,"http://pbs.twimg.com/media/Eqk4JV4W8AIY-ES.jpg","https://t.co/vQoZVSamkB","https://twitter.com/taylorswift13/status/1344667704372957190/photo/1","photo","http://pbs.twimg.com/media/Eqk4JV4W8AIY-ES.jpg","https://t.co/vQoZVSamkB","https://twitter.com/taylorswift13/status/1344667704372957190/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1344667704372957190","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","bye 2020, it’s been weird."
"x17919972","x1342918732486594560",2020-12-26 19:42:30,"taylorswift13","boxing day 📦 https://t.co/c6XADs4GZe","Twitter for iPhone",12,,,,FALSE,FALSE,404558,33734,,,,,,,,"http://pbs.twimg.com/media/EqMBeAhU0AAg-dy.jpg","https://t.co/c6XADs4GZe","https://twitter.com/taylorswift13/status/1342918732486594560/photo/1","photo","http://pbs.twimg.com/media/EqMBeAhU0AAg-dy.jpg","https://t.co/c6XADs4GZe","https://twitter.com/taylorswift13/status/1342918732486594560/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1342918732486594560","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","boxing day"
